"departurePoint","departureDate","totalCapacity","availableSeats","status","basePrice","trafficJam","weather","weatherSource","weatherTemperature","weatherWindSpeed","weatherPrecipitation","trajetId","actualDelayMinutes"
"Ariana","2024-05-31T22:00:00","53","48","COMPLETED","22.32","true","RAIN","AUTO","14.2","46.7","19.4","56","75"
"Kasserine","2024-07-12T05:30:00","25","22","COMPLETED","29.07","false","SUNNY","AUTO","29.4","21.6","0.6","43","5"
"Jendouba","2025-03-23T10:15:00","39","16","COMPLETED","10.7","false","SUNNY","AUTO","29.2","23.9","0.3","7","16"
"Tataouine","2022-06-09T18:00:00","12","8","COMPLETED","77.43","false","RAIN","AUTO","18.1","23.4","19.3","50","6"
"Medenine","2024-09-12T19:15:00","59","11","COMPLETED","44.27","true","SUNNY","AUTO","29.5","12.6","0.5","60","21"
"Siliana","2022-09-21T00:45:00","21","2","COMPLETED","34.23","true","SUNNY","AUTO","35.3","6.5","0.0","72","36"
"Medenine","2022-07-25T11:30:00","10","8","COMPLETED","57.23","false","SUNNY","AUTO","24.7","8.2","0.5","55","8"
"Siliana","2023-03-23T21:45:00","24","9","COMPLETED","52.76","false","RAIN","AUTO","17.4","30.4","20.2","52","34"
"Tunis","2025-03-28T06:45:00","46","41","COMPLETED","27.44","false","SANDSTORM","AUTO","28.0","86.6","0.0","57","46"
"Ariana","2025-02-25T05:30:00","55","47","COMPLETED","43.02","true","SUNNY","AUTO","24.7","20.6","0.9","69","28"
"Kasserine","2023-02-23T02:15:00","30","24","COMPLETED","14.6","false","SUNNY","AUTO","31.9","5.8","0.7","64","2"
"Tataouine","2023-10-20T07:15:00","50","21","COMPLETED","40.82","false","SANDSTORM","AUTO","30.1","70.7","0.0","58","60"
"El Kef","2023-02-03T15:15:00","10","9","COMPLETED","39.9","false","SUNNY","AUTO","26.3","14.7","0.6","68","14"
"Monastir","2022-10-25T11:00:00","29","27","COMPLETED","57.84","false","STORM","AUTO","12.5","111.3","55.2","3","33"
"Hammamet","2023-11-18T06:45:00","37","18","COMPLETED","25.1","false","STORM","AUTO","15.6","95.8","50.1","56","36"
"Tozeur","2024-01-18T08:00:00","15","8","COMPLETED","22.25","true","RAIN","AUTO","20.2","22.2","5.3","12","61"
"Zaghouan","2025-03-01T23:00:00","38","15","COMPLETED","15.99","true","RAIN","AUTO","16.8","27.3","27.9","68","75"
"Gabes","2024-02-28T08:15:00","29","9","COMPLETED","32.04","true","RAIN","AUTO","12.9","40.1","27.7","51","37"
"Siliana","2024-03-31T05:45:00","50","34","COMPLETED","42.58","false","SUNNY","AUTO","33.5","10.6","0.7","64","4"
"Tataouine","2024-09-24T17:30:00","58","45","COMPLETED","29.55","false","SUNNY","AUTO","26.6","5.7","0.0","67","5"
"Zarzis","2023-07-03T04:30:00","17","11","COMPLETED","68.38","false","SUNNY","AUTO","22.1","11.5","0.4","7","11"
"Zaghouan","2024-03-31T22:00:00","9","1","COMPLETED","36.27","false","SUNNY","AUTO","26.7","10.5","0.2","62","0"
"Tunis","2022-12-02T23:45:00","23","10","COMPLETED","36.26","false","STORM","AUTO","9.2","114.3","53.8","62","87"
"Nabeul","2022-10-23T12:45:00","28","24","COMPLETED","74.41","true","SANDSTORM","AUTO","35.5","53.7","0.0","49","112"
"Tunis","2023-02-15T02:45:00","43","20","COMPLETED","66.42","false","SUNNY","AUTO","31.2","22.9","0.7","59","17"
"Ariana","2025-03-05T15:00:00","58","11","COMPLETED","56.69","false","SUNNY","AUTO","29.2","16.1","0.3","53","12"
"Medenine","2025-03-19T08:15:00","18","2","COMPLETED","69.14","true","SUNNY","AUTO","28.5","23.2","0.9","43","36"
"Hammamet","2023-04-05T01:00:00","51","20","COMPLETED","60.52","true","SUNNY","AUTO","37.5","13.7","0.3","69","50"
"Kasserine","2022-07-15T02:30:00","20","15","COMPLETED","37.83","false","SUNNY","AUTO","36.0","10.6","0.2","61","12"
"Ariana","2023-10-16T09:45:00","60","47","COMPLETED","42.64","false","SUNNY","AUTO","25.9","9.2","0.3","59","11"
"Jendouba","2023-09-22T10:00:00","31","8","COMPLETED","50.92","false","SUNNY","AUTO","23.1","24.3","0.8","62","15"
"Kebili","2023-12-25T22:15:00","26","9","COMPLETED","53.15","false","SUNNY","AUTO","31.1","11.9","0.1","2","19"
"Hammamet","2024-10-24T09:30:00","45","24","COMPLETED","22.76","false","SUNNY","AUTO","33.8","15.6","0.9","59","20"
"Medenine","2023-01-09T15:30:00","38","2","COMPLETED","56.49","false","SUNNY","AUTO","37.1","11.6","0.6","50","3"
"Kebili","2022-11-23T05:15:00","58","10","COMPLETED","64.51","false","STORM","AUTO","16.3","87.8","64.6","55","47"
"Sfax","2024-07-21T02:30:00","34","9","COMPLETED","32.86","false","SANDSTORM","AUTO","28.6","47.9","0.0","50","33"
"Ariana","2022-09-20T10:15:00","32","8","COMPLETED","70.9","false","RAIN","AUTO","11.4","44.6","12.2","55","17"
"Sidi Bouzid","2022-08-19T22:00:00","39","0","COMPLETED","20.43","true","SUNNY","AUTO","35.5","12.7","0.8","49","42"
"Hammamet","2024-07-12T10:00:00","41","2","COMPLETED","33.93","false","SUNNY","AUTO","37.0","12.2","0.6","5","4"
"Monastir","2023-04-27T23:30:00","48","34","COMPLETED","33.29","true","SUNNY","AUTO","37.2","8.6","0.6","54","44"
"Tozeur","2023-01-04T09:15:00","8","8","COMPLETED","43.88","false","SUNNY","AUTO","25.5","16.9","0.3","49","1"
"Kairouan","2023-10-13T20:15:00","43","4","COMPLETED","48.7","false","RAIN","AUTO","11.5","50.3","14.6","51","35"
"Gafsa","2023-08-20T09:00:00","53","37","COMPLETED","52.56","false","SUNNY","AUTO","30.2","24.1","0.8","57","13"
"Kairouan","2023-11-04T01:00:00","15","6","COMPLETED","43.44","true","SUNNY","AUTO","26.8","5.5","0.4","12","22"
"Hammamet","2025-03-16T22:45:00","10","10","COMPLETED","32.78","false","STORM","AUTO","15.4","68.1","37.9","68","52"
"Sousse","2023-05-28T01:30:00","57","3","COMPLETED","69.14","false","RAIN","AUTO","13.2","23.1","20.2","49","28"
"Medenine","2022-07-08T10:00:00","17","15","COMPLETED","61.86","true","SANDSTORM","AUTO","28.1","72.2","0.0","2","66"
"Zarzis","2022-11-29T19:00:00","53","0","COMPLETED","14.55","true","RAIN","AUTO","10.2","40.5","29.8","52","72"
"Kebili","2022-12-08T04:30:00","33","17","COMPLETED","8.58","true","SUNNY","AUTO","26.4","23.1","0.1","51","33"
"Ariana","2022-08-26T12:30:00","25","17","COMPLETED","70.85","false","SUNNY","AUTO","36.2","11.0","0.6","55","5"
"Tozeur","2024-12-14T05:15:00","29","18","COMPLETED","25.39","false","SUNNY","AUTO","32.5","9.4","0.9","54","19"
"Gabes","2023-05-12T23:00:00","40","22","COMPLETED","46.9","false","SUNNY","AUTO","30.0","23.3","0.5","51","20"
"Kebili","2023-07-14T14:00:00","43","13","COMPLETED","51.26","false","SUNNY","AUTO","37.7","18.2","0.6","3","13"
"Zaghouan","2024-02-28T16:45:00","28","25","COMPLETED","72.0","false","SUNNY","AUTO","34.4","22.1","0.2","57","18"
"Zaghouan","2024-01-24T02:45:00","21","9","COMPLETED","65.11","true","STORM","AUTO","13.4","117.0","73.8","3","83"
"Medenine","2025-03-23T23:45:00","48","37","COMPLETED","13.07","false","SUNNY","AUTO","28.5","10.5","0.2","60","15"
"Ariana","2024-06-07T13:00:00","22","16","COMPLETED","22.32","true","SUNNY","AUTO","32.6","19.7","0.7","68","51"
"Tozeur","2024-06-26T09:30:00","19","9","COMPLETED","7.82","false","SUNNY","AUTO","37.3","6.6","0.8","49","10"
"Djerba","2023-03-24T21:45:00","24","15","COMPLETED","45.09","true","STORM","AUTO","8.9","105.1","74.2","71","60"
"Sfax","2022-12-26T22:45:00","53","33","COMPLETED","25.34","false","SUNNY","AUTO","37.5","8.7","0.3","2","17"
"Siliana","2023-06-04T18:45:00","35","9","COMPLETED","36.76","false","SUNNY","AUTO","25.2","5.6","0.9","60","6"
"Tunis","2024-08-12T11:15:00","23","20","COMPLETED","21.28","false","STORM","AUTO","14.9","91.8","62.7","55","61"
"Zarzis","2023-04-15T17:30:00","45","33","COMPLETED","38.61","true","SUNNY","AUTO","35.0","8.5","0.2","12","40"
"Hammamet","2025-03-22T07:45:00","39","8","COMPLETED","7.86","false","SUNNY","AUTO","22.6","8.6","0.1","62","18"
"Mahdia","2024-02-14T09:45:00","38","5","COMPLETED","8.7","false","SUNNY","AUTO","32.6","17.2","0.6","60","5"
"Medenine","2024-10-06T01:45:00","8","5","COMPLETED","25.87","false","SUNNY","AUTO","24.0","18.8","0.8","51","16"
"Hammamet","2024-11-08T08:45:00","9","4","COMPLETED","38.02","true","SUNNY","AUTO","36.1","19.4","0.8","58","33"
"Sousse","2024-06-30T22:45:00","34","5","COMPLETED","60.2","true","SUNNY","AUTO","36.4","17.5","0.8","57","14"
"Nabeul","2023-06-06T18:00:00","57","16","COMPLETED","10.95","true","SANDSTORM","AUTO","32.8","47.8","0.0","50","68"
"Jendouba","2023-08-19T21:00:00","30","27","COMPLETED","74.24","false","STORM","AUTO","12.2","60.4","72.9","64","79"
"Kairouan","2024-06-07T20:45:00","60","12","COMPLETED","16.82","false","SUNNY","AUTO","29.1","21.0","0.6","2","7"
"El Kef","2024-03-15T17:45:00","60","27","COMPLETED","27.81","false","SUNNY","AUTO","30.4","17.2","0.5","65","9"
"Djerba","2022-11-29T02:30:00","41","38","COMPLETED","63.37","true","SUNNY","AUTO","37.7","6.3","0.5","2","23"
"Gabes","2022-10-23T07:45:00","27","11","COMPLETED","64.41","true","RAIN","AUTO","19.7","35.8","9.9","68","29"
"Zaghouan","2024-04-08T08:30:00","19","12","COMPLETED","20.2","true","SUNNY","AUTO","36.7","24.2","0.5","63","28"
"Tozeur","2023-08-30T01:45:00","52","25","COMPLETED","61.32","true","SUNNY","AUTO","31.9","23.3","0.4","71","13"
"Tunis","2025-03-29T16:15:00","40","16","COMPLETED","57.88","false","RAIN","AUTO","19.4","41.7","21.1","61","8"
"Zarzis","2024-12-28T08:30:00","25","24","COMPLETED","61.79","false","RAIN","AUTO","20.6","37.8","22.7","12","17"
"Siliana","2022-06-27T13:00:00","18","16","COMPLETED","46.31","false","SANDSTORM","AUTO","39.4","52.6","0.0","72","35"
"Monastir","2023-09-04T07:15:00","25","8","COMPLETED","20.81","true","RAIN","AUTO","12.1","24.7","10.3","69","51"
"Djerba","2023-09-23T15:30:00","36","10","COMPLETED","18.05","false","SUNNY","AUTO","32.7","22.9","0.0","56","15"
"Sousse","2023-01-31T23:00:00","32","12","COMPLETED","51.07","false","RAIN","AUTO","20.6","53.1","16.2","66","15"
"Nabeul","2023-02-19T03:15:00","31","23","COMPLETED","44.92","false","RAIN","AUTO","17.5","47.0","7.3","54","25"
"Tunis","2024-01-29T07:45:00","38","38","COMPLETED","28.67","false","RAIN","AUTO","15.7","25.4","25.0","60","28"
"El Kef","2023-10-13T07:00:00","9","2","COMPLETED","42.64","false","RAIN","AUTO","18.7","35.8","25.7","7","38"
"Kairouan","2024-07-09T04:45:00","24","24","COMPLETED","47.57","true","SUNNY","AUTO","34.4","21.6","0.2","5","26"
"El Kef","2024-11-17T21:30:00","37","3","COMPLETED","37.08","false","SUNNY","AUTO","35.4","20.9","0.2","61","6"
"Kairouan","2024-12-11T10:45:00","35","6","COMPLETED","7.68","true","SANDSTORM","AUTO","36.6","46.2","0.0","49","59"
"Tozeur","2024-03-03T04:15:00","13","7","COMPLETED","34.1","true","SUNNY","AUTO","31.2","20.0","0.9","65","52"
"Hammamet","2024-03-13T11:30:00","50","1","COMPLETED","77.56","false","SUNNY","AUTO","23.0","10.0","0.3","49","19"
"Medenine","2022-08-12T10:45:00","24","15","COMPLETED","29.06","true","RAIN","AUTO","17.4","40.6","28.1","59","56"
"Ariana","2024-01-28T08:00:00","47","23","COMPLETED","24.13","true","RAIN","AUTO","18.3","24.8","17.6","50","52"
"Hammamet","2023-09-19T10:45:00","27","1","COMPLETED","39.29","false","RAIN","AUTO","11.9","26.1","23.1","62","25"
"Gabes","2023-08-05T03:00:00","47","26","COMPLETED","58.45","false","SUNNY","AUTO","30.7","7.0","0.7","66","12"
"Djerba","2024-03-08T07:15:00","44","9","COMPLETED","8.0","false","SUNNY","AUTO","29.4","19.7","0.2","54","7"
"Medenine","2024-07-03T10:45:00","26","20","COMPLETED","61.73","true","SUNNY","AUTO","29.6","21.6","0.8","64","36"
"Tunis","2024-07-11T19:00:00","37","3","COMPLETED","71.45","true","SANDSTORM","AUTO","37.0","89.7","0.0","70","48"
"Siliana","2024-09-13T22:15:00","10","4","COMPLETED","53.97","true","RAIN","AUTO","10.4","52.3","10.2","67","37"
"Monastir","2024-05-19T05:45:00","32","14","COMPLETED","11.21","true","SUNNY","AUTO","26.8","8.7","0.4","62","28"
"Sousse","2024-05-15T08:30:00","16","1","COMPLETED","36.12","false","SUNNY","AUTO","32.4","12.0","0.4","3","1"
"Bizerte","2022-07-22T01:30:00","19","10","COMPLETED","43.0","true","SUNNY","AUTO","22.4","19.8","1.0","69","40"
"Kairouan","2023-04-19T14:45:00","20","14","COMPLETED","42.62","true","SUNNY","AUTO","29.6","12.4","0.9","65","50"
"Gabes","2023-06-09T08:15:00","9","7","COMPLETED","48.5","false","SANDSTORM","AUTO","36.3","72.7","0.0","49","42"
"Kasserine","2022-11-29T06:00:00","59","39","COMPLETED","55.99","true","SUNNY","AUTO","33.1","9.9","0.2","55","47"
"Kairouan","2022-07-17T13:45:00","41","16","COMPLETED","28.5","true","SUNNY","AUTO","29.9","8.3","0.7","43","24"
"Kebili","2024-01-28T19:45:00","11","8","COMPLETED","71.93","true","RAIN","AUTO","11.1","30.9","7.1","65","31"
"Sousse","2024-05-30T04:45:00","25","13","COMPLETED","27.57","false","RAIN","AUTO","15.8","38.3","28.7","59","10"
"Sidi Bouzid","2024-01-11T14:00:00","47","6","COMPLETED","38.48","false","RAIN","AUTO","15.6","25.4","26.3","58","6"
"Kebili","2023-12-31T14:45:00","20","14","COMPLETED","48.04","true","SUNNY","AUTO","29.0","19.6","0.3","70","48"
"El Kef","2023-10-17T01:15:00","33","17","COMPLETED","52.78","false","SANDSTORM","AUTO","37.5","78.1","0.0","59","58"
"Kasserine","2024-08-27T05:30:00","45","43","COMPLETED","33.53","true","SUNNY","AUTO","25.8","23.4","0.2","65","61"
"Sfax","2022-12-24T07:30:00","32","4","COMPLETED","49.9","false","SUNNY","AUTO","37.9","20.3","0.0","2","8"
"Sfax","2023-05-22T00:45:00","25","20","COMPLETED","58.39","true","RAIN","AUTO","19.7","33.2","25.8","53","59"
"Kasserine","2024-10-14T15:30:00","28","18","COMPLETED","19.82","false","RAIN","AUTO","16.8","41.0","21.3","2","15"
"Sidi Bouzid","2023-09-25T06:15:00","41","19","COMPLETED","67.97","false","SUNNY","AUTO","25.1","18.2","0.5","7","20"
"Tunis","2025-02-02T07:15:00","51","21","COMPLETED","65.25","false","SUNNY","AUTO","27.3","15.1","0.7","56","4"
"Monastir","2023-09-13T05:30:00","30","5","COMPLETED","37.71","true","SUNNY","AUTO","26.8","20.8","0.5","7","46"
"Mahdia","2024-08-11T10:30:00","40","15","COMPLETED","46.39","false","SUNNY","AUTO","23.0","15.4","0.5","70","18"
"Mahdia","2024-08-03T06:45:00","29","12","COMPLETED","76.82","false","STORM","AUTO","14.6","79.9","54.9","68","40"
"Tataouine","2024-07-03T23:45:00","54","19","COMPLETED","57.07","false","RAIN","AUTO","12.6","39.2","16.7","50","26"
"Siliana","2025-02-20T19:00:00","32","12","COMPLETED","35.77","false","SUNNY","AUTO","31.3","8.2","0.7","53","5"
"Sidi Bouzid","2024-10-07T22:45:00","16","12","COMPLETED","55.4","true","SUNNY","AUTO","31.5","22.7","0.2","50","39"
"Gabes","2023-03-21T00:45:00","29","22","COMPLETED","66.46","false","SUNNY","AUTO","24.6","6.5","0.7","62","5"
"Kairouan","2022-09-25T03:15:00","10","8","COMPLETED","75.83","true","RAIN","AUTO","11.3","22.3","24.1","43","50"
"Kebili","2024-04-28T00:15:00","52","23","COMPLETED","33.53","false","SUNNY","AUTO","24.7","24.9","0.7","62","20"
"Tataouine","2024-07-24T11:00:00","11","2","COMPLETED","62.7","true","SUNNY","AUTO","25.2","12.7","0.1","7","42"
"Kairouan","2025-01-03T13:45:00","10","8","COMPLETED","49.39","false","SUNNY","AUTO","28.5","10.0","0.1","56","4"
"El Kef","2023-09-15T18:30:00","57","26","COMPLETED","58.44","false","SUNNY","AUTO","25.3","8.5","0.8","62","5"
"Ariana","2023-04-30T21:15:00","47","5","COMPLETED","35.92","false","SUNNY","AUTO","28.0","22.0","0.7","49","18"
"Gabes","2023-11-07T19:45:00","40","28","COMPLETED","58.45","true","SUNNY","AUTO","25.0","12.0","0.3","43","29"
"Sidi Bouzid","2023-09-09T05:45:00","53","40","COMPLETED","65.1","false","STORM","AUTO","13.2","96.2","56.3","70","57"
"Sidi Bouzid","2022-09-19T19:15:00","50","42","COMPLETED","71.14","true","RAIN","AUTO","16.2","40.4","17.5","71","47"
"Ariana","2024-05-13T11:00:00","59","25","COMPLETED","62.54","false","RAIN","AUTO","14.0","35.8","16.4","64","14"
"Tozeur","2022-12-09T22:00:00","43","0","COMPLETED","27.7","false","SANDSTORM","AUTO","30.1","42.0","0.0","72","50"
"El Kef","2023-04-22T15:30:00","44","42","COMPLETED","79.12","true","SUNNY","AUTO","27.9","24.9","0.7","65","31"
"Kebili","2022-11-23T05:15:00","14","12","COMPLETED","49.49","false","SUNNY","AUTO","24.5","12.1","0.4","71","7"
"Siliana","2024-11-17T11:45:00","23","11","COMPLETED","9.15","true","RAIN","AUTO","12.9","33.0","23.9","65","45"
"Kairouan","2024-10-30T06:00:00","54","4","COMPLETED","65.08","false","SUNNY","AUTO","35.1","16.8","1.0","58","9"
"Tunis","2023-05-14T11:30:00","8","7","COMPLETED","21.08","false","RAIN","AUTO","20.1","46.7","5.6","50","35"
